Nitrogen_mg_kg,Phosphorus_mg_kg,Potassium_mg_kg,pH_Level,Temperature_C,Rainfall_mm,Recommended_Fertilizer
391.45,76.54,337.61,6.36,37.4,1359.0,Standard Balanced NPK
146.77,71.16,139.71,7.03,21.4,847.4,Standard Balanced NPK
400.52,47.28,422.33,5.82,27.1,949.4,Standard Balanced NPK
57.62,53.52,354.46,5.44,29.1,1293.4,Lime & Urea
342.98,70.22,262.12,5.13,20.0,1142.1,Lime & Urea
423.25,63.19,462.03,6.09,17.1,1331.1,Standard Balanced NPK
312.88,52.26,226.31,4.72,24.5,1354.3,Lime & Urea
225.61,78.67,155.78,7.13,31.3,1265.6,Standard Balanced NPK
67.95,56.43,347.63,5.29,34.6,113.1,Lime & Urea
418.05,78.16,307.98,6.2,27.8,535.3,Standard Balanced NPK
238.12,9.3,200.86,5.71,30.0,664.9,DAP (High P)
61.6,15.42,204.65,7.34,31.3,1049.1,Standard Balanced NPK
325.93,38.86,229.19,8.33,30.4,529.6,Standard Balanced NPK
242.73,33.87,181.01,7.35,17.7,553.0,Standard Balanced NPK
99.74,63.71,369.61,6.94,27.2,660.3,Urea (High N)
135.71,17.05,343.11,7.51,21.1,1437.5,Standard Balanced NPK
75.8,78.21,248.35,4.63,31.0,712.0,Lime & Urea
279.72,28.63,229.03,5.05,37.7,296.9,Lime & Urea
298.81,37.17,214.27,4.93,32.4,108.9,Lime & Urea
252.3,25.61,177.56,4.94,21.7,431.3,Lime & Urea
376.84,48.45,88.56,5.67,21.2,1414.3,MOP (High K)
394.4,9.4,170.69,6.89,16.1,1437.0,Standard Balanced NPK
296.25,16.23,194.54,5.02,27.8,840.6,Lime & Urea
55.1,60.93,296.46,8.71,28.0,1004.9,Gypsum & DAP
328.09,18.99,398.2,8.34,22.1,1214.3,DAP (High P)
217.2,22.66,228.07,8.87,37.9,178.2,Gypsum & DAP
276.22,64.47,475.14,4.69,26.6,624.0,Lime & Urea
309.63,12.0,422.31,8.33,35.1,999.1,DAP (High P)
190.09,37.81,493.16,8.12,34.2,1357.6,Standard Balanced NPK
416.84,6.73,444.29,8.56,33.1,1117.6,Gypsum & DAP
103.59,31.01,327.53,6.88,42.2,590.1,Urea (High N)
318.6,57.42,319.32,8.05,15.5,1374.0,Standard Balanced NPK
51.74,11.76,108.29,4.73,17.0,1030.5,Lime & Urea
419.86,71.63,375.08,4.84,36.7,1262.3,Lime & Urea
95.0,73.21,320.09,5.03,25.6,639.7,Lime & Urea
87.95,12.87,278.12,8.62,44.6,103.0,Gypsum & DAP
183.2,79.3,361.98,4.78,21.5,332.6,Lime & Urea
199.43,27.31,249.82,4.95,20.5,1398.0,Lime & Urea
135.72,11.31,285.74,8.69,32.6,146.4,Gypsum & DAP
284.05,5.38,229.26,4.98,23.4,934.5,Lime & Urea
227.17,35.64,372.82,8.41,25.2,672.8,Standard Balanced NPK
63.67,52.24,444.47,8.05,42.6,701.4,Urea (High N)
177.86,29.91,428.38,4.68,15.8,661.1,Lime & Urea
374.17,67.75,403.71,4.6,30.9,194.4,Lime & Urea
325.88,58.75,56.2,6.9,25.0,271.3,MOP (High K)
339.95,31.26,460.35,8.99,25.4,188.1,Gypsum & DAP
329.25,60.07,173.69,8.45,22.4,175.5,Standard Balanced NPK
174.39,75.54,449.59,5.9,19.0,219.9,Standard Balanced NPK
89.87,11.98,138.64,6.24,16.0,1075.3,Complex NPK (19:19:19)
158.99,27.96,247.84,6.25,44.6,259.9,Standard Balanced NPK
382.71,39.75,387.23,7.8,34.8,466.1,Standard Balanced NPK
442.19,42.35,338.13,6.04,38.3,1019.7,Standard Balanced NPK
247.54,45.66,237.16,5.17,17.0,257.2,Lime & Urea
53.88,27.55,355.38,7.86,15.4,1374.4,Standard Balanced NPK
106.02,55.04,297.03,6.56,33.0,768.5,Urea (High N)
178.83,53.38,174.08,4.85,36.7,1448.3,Lime & Urea
281.43,48.34,340.85,8.06,26.8,369.5,Standard Balanced NPK
80.04,13.53,141.91,7.13,26.6,142.9,Complex NPK (19:19:19)
427.34,40.77,362.29,6.7,26.5,926.4,Standard Balanced NPK
196.03,31.72,51.4,7.53,19.6,560.2,Standard Balanced NPK
415.03,41.83,296.95,6.77,37.6,901.3,Standard Balanced NPK
362.21,74.14,230.48,7.42,21.5,763.1,Standard Balanced NPK
352.17,41.04,186.4,8.4,24.7,740.0,Standard Balanced NPK
292.69,6.05,282.07,7.26,35.1,1291.6,DAP (High P)
300.71,37.91,340.39,7.47,15.0,368.6,Standard Balanced NPK
305.2,66.55,484.39,7.26,38.0,799.5,Standard Balanced NPK
301.49,63.5,424.88,6.89,42.0,682.4,Standard Balanced NPK
271.49,43.5,372.72,5.27,16.5,1043.3,Lime & Urea
444.57,23.73,265.54,6.01,32.7,170.2,Standard Balanced NPK
342.92,39.88,226.46,7.62,27.3,841.2,Standard Balanced NPK
360.78,47.28,64.64,6.41,17.4,770.0,MOP (High K)
398.99,79.99,211.59,6.33,35.5,1463.0,Standard Balanced NPK
136.26,53.31,431.77,7.92,33.4,1158.2,Urea (High N)
83.52,57.07,222.81,4.53,34.3,317.0,Lime & Urea
243.16,41.86,257.71,7.56,39.4,812.9,Standard Balanced NPK
255.63,31.59,172.33,6.7,23.6,1197.2,Standard Balanced NPK
381.67,65.97,173.36,6.2,35.3,834.4,Standard Balanced NPK
227.51,42.12,77.84,6.03,37.3,599.4,MOP (High K)
278.34,79.6,326.21,5.28,20.1,627.3,Lime & Urea
260.83,39.28,251.63,6.0,43.7,613.8,Standard Balanced NPK
65.28,10.1,322.68,6.26,25.2,127.9,Standard Balanced NPK
296.09,56.19,296.1,6.47,36.4,1122.8,Standard Balanced NPK
381.22,8.5,409.48,7.53,37.6,955.2,DAP (High P)
113.0,23.79,387.96,6.54,30.1,476.1,Standard Balanced NPK
287.73,31.53,397.15,8.08,18.9,982.0,Standard Balanced NPK
287.44,60.46,274.66,7.38,23.3,532.2,Standard Balanced NPK
115.67,42.07,209.25,5.35,22.0,440.7,Lime & Urea
99.39,7.15,470.05,5.75,30.6,1137.6,Standard Balanced NPK
442.02,51.26,74.42,4.86,22.8,1232.8,Lime & Urea
207.49,35.86,118.68,8.76,31.4,976.0,Gypsum & DAP
140.97,74.14,238.82,8.49,23.6,1197.8,Urea (High N)
118.53,42.47,326.28,4.88,15.0,612.0,Lime & Urea
317.04,58.17,53.69,7.08,25.9,200.5,MOP (High K)
293.78,21.42,373.7,8.82,33.2,946.8,Gypsum & DAP
307.42,62.07,301.43,7.86,38.2,458.4,Standard Balanced NPK
85.2,59.07,268.12,6.71,15.9,1188.5,Urea (High N)
407.41,72.81,240.57,5.58,22.7,601.4,Standard Balanced NPK
205.71,7.54,283.77,5.76,44.6,1038.9,DAP (High P)
175.35,38.56,122.8,7.81,22.9,874.0,Standard Balanced NPK
234.94,55.94,98.92,8.01,38.3,1244.5,MOP (High K)
206.03,12.14,180.34,6.88,30.3,1265.2,Standard Balanced NPK
395.43,35.8,369.28,5.04,18.7,195.6,Lime & Urea
421.7,75.66,314.73,8.7,34.3,513.2,Gypsum & DAP
171.38,37.7,266.06,8.3,44.0,1319.2,Standard Balanced NPK
395.57,78.91,307.18,5.13,41.6,665.6,Lime & Urea
362.61,9.26,301.67,4.76,35.7,820.8,Lime & Urea
422.32,58.84,188.17,6.91,30.4,356.7,Standard Balanced NPK
148.3,48.58,93.86,5.78,24.6,873.8,Standard Balanced NPK
280.78,42.54,453.55,5.77,25.7,470.5,Standard Balanced NPK
159.82,77.81,319.96,4.89,25.4,1260.9,Lime & Urea
379.64,14.72,363.99,8.79,42.7,380.3,Gypsum & DAP
52.13,72.2,258.8,8.24,21.3,603.8,Urea (High N)
275.93,56.84,390.42,5.01,26.3,233.1,Lime & Urea
185.68,24.42,313.02,8.44,28.0,923.2,Standard Balanced NPK
179.07,72.63,74.21,7.57,27.3,1418.8,Standard Balanced NPK
307.96,37.2,450.54,5.96,15.1,342.4,Standard Balanced NPK
390.59,66.07,187.49,8.42,23.1,127.6,Standard Balanced NPK
293.68,34.16,112.05,7.19,30.0,691.4,MOP (High K)
391.27,68.82,89.62,8.32,37.8,1147.8,MOP (High K)
155.84,52.75,374.2,6.61,32.1,1465.1,Standard Balanced NPK
257.8,15.58,366.79,6.75,26.5,171.8,DAP (High P)
230.21,53.72,365.07,5.81,35.0,1200.3,Standard Balanced NPK
54.66,19.35,462.09,6.24,35.0,616.1,Standard Balanced NPK
272.72,35.89,207.02,7.05,22.4,315.2,Standard Balanced NPK
314.61,17.77,302.51,8.76,18.1,369.2,Gypsum & DAP
286.77,6.65,328.77,7.2,39.1,1393.4,DAP (High P)
344.51,20.89,490.77,5.16,30.9,1233.1,Lime & Urea
278.54,45.23,190.56,4.53,20.3,536.4,Lime & Urea
76.7,41.12,480.35,8.33,22.9,1416.3,Urea (High N)
96.58,42.61,116.93,6.14,38.0,247.4,Standard Balanced NPK
288.59,23.58,393.8,5.92,34.6,551.6,Standard Balanced NPK
159.99,56.39,334.8,8.1,43.4,1014.1,Standard Balanced NPK
81.86,57.82,417.6,8.75,28.9,1499.2,Gypsum & DAP
221.84,31.85,62.91,7.87,16.6,751.9,MOP (High K)
271.73,71.09,85.16,5.28,36.0,1235.0,Lime & Urea
181.5,53.3,81.36,6.26,22.6,1382.2,Standard Balanced NPK
338.17,58.48,316.83,7.92,24.7,113.5,Standard Balanced NPK
307.51,25.8,321.32,8.58,20.9,504.5,Gypsum & DAP
183.13,5.05,457.75,8.99,24.3,240.5,Gypsum & DAP
351.95,69.9,260.42,6.8,39.9,1186.5,Standard Balanced NPK
309.48,66.68,80.62,8.2,32.3,893.9,MOP (High K)
304.98,14.24,144.29,4.71,18.3,233.8,Lime & Urea
271.37,33.06,53.63,5.79,32.6,689.0,MOP (High K)
54.56,54.6,399.52,6.17,34.0,819.6,Urea (High N)
328.6,53.91,417.02,8.89,41.5,1076.9,Gypsum & DAP
200.42,69.53,499.07,4.52,40.8,1191.3,Lime & Urea
427.04,15.52,235.49,5.89,16.9,223.0,DAP (High P)
377.19,37.25,58.68,8.69,41.0,782.7,Gypsum & DAP
285.08,12.29,155.63,5.88,16.5,325.6,Standard Balanced NPK
150.87,34.22,314.5,5.51,19.6,1154.6,Standard Balanced NPK
131.49,6.13,482.87,7.79,18.3,1020.7,Standard Balanced NPK
186.15,72.37,96.61,7.85,20.5,1112.2,Standard Balanced NPK
240.63,44.53,104.71,6.62,39.1,205.0,MOP (High K)
168.43,68.74,365.79,8.76,35.6,814.5,Gypsum & DAP
255.97,9.49,350.24,5.41,35.6,1276.8,Lime & Urea
116.15,22.06,162.73,8.61,42.7,1098.7,Gypsum & DAP
441.09,24.45,415.92,7.9,26.8,1306.4,Standard Balanced NPK
93.17,34.0,107.95,6.16,15.1,388.5,Standard Balanced NPK
422.78,65.21,466.58,8.13,34.2,501.7,Standard Balanced NPK
415.43,33.99,140.46,5.1,41.0,717.8,Lime & Urea
260.14,20.35,86.61,5.09,44.3,832.6,Lime & Urea
339.96,9.87,202.78,8.68,25.9,453.0,Gypsum & DAP
224.42,10.96,134.53,4.93,39.7,633.7,Lime & Urea
302.01,62.0,287.12,4.52,40.5,1061.9,Lime & Urea
186.23,38.36,359.08,6.25,19.3,1003.5,Standard Balanced NPK
170.46,59.46,270.91,4.97,33.9,254.7,Lime & Urea
281.29,56.17,347.27,8.38,20.2,1480.0,Standard Balanced NPK
249.25,15.15,214.21,8.65,28.4,887.8,Gypsum & DAP
281.81,15.72,62.57,6.67,41.4,777.0,Standard Balanced NPK
164.66,61.65,488.33,6.41,38.7,1454.1,Standard Balanced NPK
196.78,59.1,418.74,6.93,32.1,296.5,Standard Balanced NPK
83.56,33.35,83.04,5.52,39.3,861.1,Standard Balanced NPK
70.91,10.81,252.13,5.84,19.6,1227.1,Standard Balanced NPK
151.38,5.91,335.76,4.95,20.8,658.5,Lime & Urea
79.7,26.61,135.77,6.51,21.3,1130.8,Standard Balanced NPK
91.51,5.69,310.09,7.25,38.3,1358.8,Standard Balanced NPK
375.17,22.26,290.14,8.69,41.7,466.3,Gypsum & DAP
65.55,36.46,143.72,7.83,31.9,438.0,Standard Balanced NPK
313.58,14.11,113.54,7.75,43.7,605.0,Standard Balanced NPK
159.02,12.82,391.53,5.89,36.8,685.8,Standard Balanced NPK
398.62,72.23,195.16,8.5,31.9,255.5,Standard Balanced NPK
244.0,48.91,159.82,8.76,33.3,423.8,Gypsum & DAP
172.23,75.08,382.05,8.7,40.5,1322.5,Gypsum & DAP
257.06,30.94,381.23,4.67,17.7,893.2,Lime & Urea
202.78,55.79,174.38,7.22,20.0,474.9,Standard Balanced NPK
275.72,20.35,442.66,7.39,23.0,1421.0,Standard Balanced NPK
95.81,51.38,359.71,5.83,41.8,1184.0,Urea (High N)
448.8,14.72,205.59,8.97,43.3,607.4,Gypsum & DAP
220.22,5.16,242.37,5.81,25.7,1171.6,DAP (High P)
189.29,74.86,377.02,5.47,42.7,934.5,Lime & Urea
334.08,46.62,145.21,6.68,31.4,1057.3,MOP (High K)
195.56,74.52,260.94,5.95,29.2,550.0,Standard Balanced NPK
383.31,30.04,344.1,8.66,40.0,393.3,Gypsum & DAP
231.71,29.58,292.77,6.48,31.4,455.0,Standard Balanced NPK
337.82,35.05,323.75,6.35,28.6,217.2,Standard Balanced NPK
92.98,57.95,295.8,7.32,15.5,759.5,Urea (High N)
388.45,47.44,139.65,4.87,15.4,668.7,Lime & Urea
344.29,74.4,234.59,7.91,33.8,103.6,Standard Balanced NPK
134.69,6.91,289.39,7.96,17.2,1298.9,Standard Balanced NPK
108.11,58.11,401.03,6.63,37.1,1054.6,Urea (High N)
176.52,29.77,344.26,8.8,33.7,725.4,Gypsum & DAP
440.43,18.52,241.97,7.11,28.7,1453.8,DAP (High P)
152.73,43.28,488.48,7.63,36.3,1416.8,Standard Balanced NPK
232.45,42.88,98.51,8.66,44.8,233.1,Gypsum & DAP
62.01,15.28,143.06,7.5,22.4,961.2,Complex NPK (19:19:19)
208.89,20.14,203.59,6.44,31.7,1243.8,Standard Balanced NPK
278.53,35.61,152.86,4.61,40.3,342.1,Lime & Urea
431.25,35.66,331.45,7.78,15.5,279.1,Standard Balanced NPK
256.69,28.82,67.8,8.84,21.1,463.7,Gypsum & DAP
377.64,16.14,129.85,6.62,30.6,491.5,Standard Balanced NPK
268.85,5.33,182.01,6.03,31.6,1451.0,Standard Balanced NPK
66.31,77.77,357.51,6.84,17.6,1192.7,Urea (High N)
176.0,75.76,444.14,7.78,27.2,183.6,Standard Balanced NPK
280.22,41.27,409.32,4.5,30.6,1201.1,Lime & Urea
430.24,79.63,131.94,8.49,27.7,337.5,MOP (High K)
393.65,55.52,304.43,8.49,36.0,600.1,Standard Balanced NPK
141.34,10.16,63.51,6.94,38.1,545.9,Complex NPK (19:19:19)
138.04,13.83,189.74,5.05,28.8,481.3,Lime & Urea
130.47,73.71,412.69,7.52,27.8,532.3,Urea (High N)
419.0,52.25,255.5,5.12,36.2,1155.9,Lime & Urea
391.07,68.24,117.47,6.78,31.7,473.2,MOP (High K)
359.95,72.37,247.35,4.92,41.1,1221.0,Lime & Urea
207.09,38.6,139.11,7.15,29.4,227.4,MOP (High K)
251.75,8.64,226.94,5.93,32.2,933.2,DAP (High P)
235.73,19.12,269.53,8.24,18.9,1308.2,DAP (High P)
151.36,9.99,207.3,8.1,40.1,211.0,Standard Balanced NPK
252.01,19.16,471.64,8.99,27.7,988.8,Gypsum & DAP
62.2,35.79,303.14,5.66,36.6,816.3,Urea (High N)
102.72,13.86,429.3,4.78,27.9,564.7,Lime & Urea
404.64,17.5,392.33,6.49,15.0,240.9,DAP (High P)
350.67,38.44,347.52,4.88,27.0,1047.1,Lime & Urea
219.15,30.51,273.6,5.3,19.4,533.1,Lime & Urea
256.86,40.07,50.98,7.19,27.0,574.5,MOP (High K)
198.0,37.19,326.06,7.16,24.6,1104.6,Standard Balanced NPK
346.31,53.34,210.18,4.69,21.1,1423.5,Lime & Urea
363.67,75.29,102.99,6.49,18.7,567.1,MOP (High K)
355.31,13.09,250.08,6.89,36.9,1145.4,DAP (High P)
339.04,12.44,381.0,5.71,37.6,1439.3,DAP (High P)
131.8,68.96,482.76,8.42,22.9,237.0,Urea (High N)
185.19,42.98,218.35,5.22,29.9,840.9,Lime & Urea
237.94,62.48,294.23,5.64,28.9,115.6,Standard Balanced NPK
182.32,21.16,433.06,5.21,25.7,1255.2,Lime & Urea
351.98,67.16,200.3,5.02,23.3,501.6,Lime & Urea
181.74,74.29,114.02,8.46,20.6,565.9,Standard Balanced NPK
105.29,52.66,176.85,5.75,41.2,1062.2,Standard Balanced NPK
209.62,12.94,454.61,7.75,40.0,1204.9,DAP (High P)
441.97,72.15,121.73,6.43,27.5,660.0,MOP (High K)
140.35,64.44,198.15,7.36,36.6,1031.7,Standard Balanced NPK
294.86,61.32,259.09,8.68,29.9,1438.9,Gypsum & DAP
223.19,7.75,431.2,8.3,17.6,1341.7,DAP (High P)
78.41,64.92,471.97,4.81,39.7,1081.8,Lime & Urea
245.15,15.35,241.61,8.3,21.6,1420.3,DAP (High P)
330.87,21.68,469.38,6.53,36.2,1326.3,Standard Balanced NPK
255.29,48.29,122.66,6.08,30.8,1120.6,MOP (High K)
398.84,24.87,120.58,7.53,35.7,1384.1,Standard Balanced NPK
165.57,54.6,477.16,8.78,29.1,1244.3,Gypsum & DAP
84.5,50.61,279.36,4.92,36.1,803.2,Lime & Urea
424.63,13.11,133.66,7.96,16.0,803.2,Standard Balanced NPK
201.28,54.2,269.6,5.42,16.2,112.3,Lime & Urea
280.56,74.3,402.45,6.21,41.9,142.3,Standard Balanced NPK
366.8,17.08,422.11,8.43,37.5,1144.7,DAP (High P)
179.73,49.78,438.79,6.96,39.9,876.7,Standard Balanced NPK
336.47,30.64,306.31,4.8,28.7,1165.3,Lime & Urea
104.17,39.47,440.13,6.79,28.8,1429.5,Urea (High N)
166.52,26.53,279.51,8.05,31.0,733.5,Standard Balanced NPK
107.88,31.56,323.18,6.88,22.3,223.8,Urea (High N)
374.49,7.17,391.42,5.25,37.0,977.2,Lime & Urea
139.06,78.62,241.45,6.5,39.9,239.6,Urea (High N)
336.96,51.86,83.11,8.66,42.2,969.8,Gypsum & DAP
427.32,42.55,207.57,7.46,30.5,838.8,Standard Balanced NPK
261.11,33.78,330.77,7.78,27.4,1097.1,Standard Balanced NPK
266.01,45.45,136.55,8.04,39.9,591.3,MOP (High K)
234.41,33.51,116.77,4.91,37.6,301.4,Lime & Urea
180.36,31.99,181.89,7.12,41.0,430.7,Standard Balanced NPK
240.26,39.8,64.45,6.19,34.7,1057.1,MOP (High K)
291.12,25.7,384.54,5.13,41.5,769.4,Lime & Urea
444.4,18.5,166.42,5.41,17.7,857.1,Lime & Urea
425.11,46.75,105.91,8.02,35.4,552.2,MOP (High K)
394.86,68.21,364.61,5.23,17.7,1271.4,Lime & Urea
405.65,16.46,429.32,5.91,37.5,1499.2,DAP (High P)
237.14,7.46,58.94,5.78,33.9,537.1,Standard Balanced NPK
312.98,23.51,155.12,4.72,15.5,1106.1,Lime & Urea
408.03,78.48,475.35,6.58,33.0,339.5,Standard Balanced NPK
207.18,67.16,223.36,7.95,19.4,1139.4,Standard Balanced NPK
434.7,49.69,472.37,4.6,19.3,703.2,Lime & Urea
216.31,74.69,173.4,5.01,19.5,947.4,Lime & Urea
290.43,38.4,148.13,7.74,29.5,432.6,MOP (High K)
333.92,78.75,146.35,7.17,18.5,1292.3,MOP (High K)
430.24,27.22,88.35,7.72,18.8,342.7,Standard Balanced NPK
147.85,23.02,453.39,5.54,22.7,1400.0,Standard Balanced NPK
348.45,52.85,490.93,8.12,15.0,185.7,Standard Balanced NPK
258.33,33.36,479.53,6.66,23.3,503.2,Standard Balanced NPK
157.42,51.98,433.41,7.25,33.6,888.1,Standard Balanced NPK
360.64,27.87,431.1,4.91,33.0,1301.9,Lime & Urea
270.89,51.34,347.49,5.42,44.1,907.8,Lime & Urea
314.39,25.68,421.8,7.98,18.6,402.6,Standard Balanced NPK
179.16,8.82,143.75,5.51,41.0,1302.6,Standard Balanced NPK
242.51,73.41,224.56,4.92,26.7,934.6,Lime & Urea
296.94,71.24,338.38,7.19,26.6,425.3,Standard Balanced NPK
211.96,77.81,443.65,6.97,25.5,886.6,Standard Balanced NPK
129.35,58.74,347.21,7.24,18.7,1045.4,Urea (High N)
434.66,56.2,427.56,7.28,29.4,1052.7,Standard Balanced NPK
254.59,46.93,263.28,6.75,38.6,1113.6,Standard Balanced NPK
343.57,14.45,372.79,6.72,41.3,1354.0,DAP (High P)
214.42,19.19,490.99,8.66,43.9,1254.8,Gypsum & DAP
192.05,26.71,119.07,6.9,38.6,950.8,Standard Balanced NPK
212.87,71.76,467.11,7.28,33.7,145.0,Standard Balanced NPK
213.68,17.97,285.06,5.7,29.9,1149.3,DAP (High P)
267.67,74.22,339.45,8.42,41.2,1464.9,Standard Balanced NPK
267.39,44.21,445.04,4.61,37.2,527.8,Lime & Urea
248.86,58.67,234.34,7.01,19.8,949.7,Standard Balanced NPK
103.91,13.27,238.41,6.23,35.5,1176.1,Standard Balanced NPK
248.43,25.18,287.23,7.22,27.9,994.7,Standard Balanced NPK
117.64,76.89,58.6,6.12,32.9,1391.6,Standard Balanced NPK
100.45,24.96,273.5,7.73,42.0,762.7,Standard Balanced NPK
423.06,27.24,180.99,4.59,34.6,844.6,Lime & Urea
291.98,19.82,467.58,6.33,43.2,153.5,DAP (High P)
313.8,14.68,89.48,8.24,41.0,1360.3,Standard Balanced NPK
210.72,22.49,256.69,5.63,18.9,467.2,Standard Balanced NPK
413.59,53.17,476.36,4.74,15.3,1469.8,Lime & Urea
305.17,39.15,455.47,6.73,26.5,382.9,Standard Balanced NPK
357.67,46.53,365.61,8.89,41.0,454.8,Gypsum & DAP
197.42,14.18,315.21,4.79,21.9,778.5,Lime & Urea
434.0,65.16,176.33,4.82,35.7,1024.7,Lime & Urea
378.18,63.81,215.13,7.18,29.3,716.9,Standard Balanced NPK
391.58,6.62,90.56,5.63,37.4,592.5,Standard Balanced NPK
118.88,33.76,403.75,6.35,19.9,856.1,Urea (High N)
158.39,10.16,195.74,8.24,22.2,1441.6,Standard Balanced NPK
164.25,64.41,350.5,5.39,22.3,1446.7,Lime & Urea
158.36,60.3,210.92,7.74,31.5,559.3,Standard Balanced NPK
392.16,72.65,258.95,6.77,23.7,1052.2,Standard Balanced NPK
62.75,22.73,299.75,8.57,39.4,1110.7,Gypsum & DAP
80.44,39.22,410.83,8.88,25.4,1014.8,Gypsum & DAP
159.57,18.84,145.02,6.68,34.8,258.2,Standard Balanced NPK
129.95,32.84,229.44,7.13,43.5,855.3,Urea (High N)
142.74,44.17,108.54,7.86,33.2,1168.6,Standard Balanced NPK
369.18,9.0,84.09,5.93,22.3,381.1,Standard Balanced NPK
275.25,58.62,322.1,5.52,39.9,587.5,Standard Balanced NPK
52.31,45.75,135.09,8.84,15.4,385.3,Gypsum & DAP
221.73,67.17,76.91,6.45,22.7,1341.7,MOP (High K)
213.15,25.38,453.69,4.51,26.6,1301.9,Lime & Urea
95.58,72.75,290.44,8.27,20.9,336.9,Urea (High N)
320.46,79.9,110.58,7.2,33.1,1164.8,MOP (High K)
330.84,73.95,74.04,5.26,31.7,609.6,Lime & Urea
338.36,63.34,103.94,4.64,27.2,1060.6,Lime & Urea
341.39,65.93,262.1,5.81,23.8,790.7,Standard Balanced NPK
50.02,48.03,350.81,8.68,28.0,760.8,Gypsum & DAP
431.57,19.26,338.58,8.7,23.7,1333.8,Gypsum & DAP
375.68,55.78,114.99,5.9,21.6,991.7,MOP (High K)
411.59,58.46,335.07,8.26,25.5,430.1,Standard Balanced NPK
56.26,78.9,232.19,6.49,33.1,255.1,Urea (High N)
423.54,45.6,259.13,7.44,34.5,1406.8,Standard Balanced NPK
373.92,25.35,410.64,6.0,23.9,314.7,Standard Balanced NPK
384.89,56.28,199.62,6.82,43.4,1127.7,Standard Balanced NPK
87.31,78.45,116.15,5.82,22.9,794.2,Standard Balanced NPK
345.51,18.29,443.05,4.78,36.4,296.1,Lime & Urea
433.97,29.45,145.46,5.13,17.4,1187.3,Lime & Urea
321.42,45.64,182.31,5.81,34.9,1366.3,Standard Balanced NPK
278.22,17.77,367.97,8.89,28.8,270.1,Gypsum & DAP
428.25,6.67,357.6,8.85,32.1,193.9,Gypsum & DAP
227.17,30.27,410.18,8.22,20.5,1289.8,Standard Balanced NPK
289.72,69.9,132.74,5.55,28.0,801.3,MOP (High K)
240.54,8.26,208.53,6.49,38.0,1044.3,DAP (High P)
423.14,37.17,106.65,6.48,38.0,718.1,MOP (High K)
80.43,62.17,293.47,6.24,22.1,677.4,Urea (High N)
250.45,76.49,181.66,4.7,25.6,519.5,Lime & Urea
324.78,78.91,360.02,6.91,15.1,888.1,Standard Balanced NPK
366.76,36.65,50.15,4.83,17.7,323.7,Lime & Urea
283.21,76.28,76.86,8.11,18.8,1104.1,MOP (High K)
413.57,7.66,244.65,7.61,23.8,869.2,DAP (High P)
426.8,60.94,481.18,6.09,37.8,1286.5,Standard Balanced NPK
75.73,53.21,450.88,7.41,30.3,1389.4,Urea (High N)
210.95,23.71,497.3,5.55,38.8,1360.8,Standard Balanced NPK
59.38,43.05,237.57,5.69,37.6,941.7,Urea (High N)
181.77,14.72,70.96,5.91,32.6,546.2,Standard Balanced NPK
264.75,70.37,187.68,8.09,30.0,600.0,Standard Balanced NPK
414.32,31.84,354.1,5.45,42.9,1013.6,Lime & Urea
388.62,51.95,110.82,7.03,32.1,1096.8,MOP (High K)
101.0,16.91,184.99,5.4,29.5,325.8,Lime & Urea
87.21,20.46,75.27,5.78,41.1,1497.1,Standard Balanced NPK
285.71,79.4,263.74,5.56,17.1,250.5,Standard Balanced NPK
262.85,61.48,144.01,7.4,34.7,949.9,MOP (High K)
156.55,77.15,91.06,6.87,18.4,843.4,Standard Balanced NPK
409.78,27.19,235.05,7.75,39.6,927.4,Standard Balanced NPK
420.95,17.34,208.05,5.49,38.8,847.3,Lime & Urea
211.04,42.73,291.88,4.54,30.1,181.1,Lime & Urea
406.12,42.1,387.07,7.56,34.8,1494.3,Standard Balanced NPK
203.58,18.12,100.66,5.02,38.2,1473.8,Lime & Urea
344.73,59.99,406.01,5.61,29.5,834.1,Standard Balanced NPK
240.38,32.13,61.83,5.88,42.2,391.7,MOP (High K)
99.03,18.98,249.4,7.86,28.1,356.1,Standard Balanced NPK
421.17,29.9,314.34,7.32,41.8,179.9,Standard Balanced NPK
231.64,47.27,480.65,5.33,32.5,956.6,Lime & Urea
343.79,59.49,308.27,7.19,27.8,769.5,Standard Balanced NPK
196.87,41.14,121.44,7.69,15.1,682.8,Standard Balanced NPK
57.55,44.42,282.89,6.25,23.9,835.3,Urea (High N)
90.21,15.42,228.1,5.61,41.0,1322.0,Standard Balanced NPK
248.49,73.6,265.71,7.56,27.9,199.0,Standard Balanced NPK
325.99,74.65,138.69,7.25,27.6,861.7,MOP (High K)
183.89,56.26,275.37,4.85,29.7,1081.4,Lime & Urea
328.2,6.32,117.52,7.5,23.6,1459.0,Standard Balanced NPK
329.45,45.28,384.82,6.7,29.7,1135.6,Standard Balanced NPK
331.57,52.19,317.26,7.89,26.3,867.4,Standard Balanced NPK
247.01,79.6,85.34,5.36,42.3,1173.5,Lime & Urea
415.95,79.71,450.33,5.66,31.9,1495.9,Standard Balanced NPK
245.68,69.32,327.37,6.94,40.0,1344.2,Standard Balanced NPK
230.11,9.79,192.25,6.67,35.6,224.7,Standard Balanced NPK
129.75,76.5,70.54,6.24,21.4,904.8,Standard Balanced NPK
173.06,50.95,334.5,7.86,41.0,1201.1,Standard Balanced NPK
66.93,65.07,218.05,7.04,17.6,1040.6,Urea (High N)
